1000000; 2; 1.4025
1000000; 4; 1.9647
1000000; 6; 1.9936
1000000; 8; 2.0837
10000000; 2; 1.9003
10000000; 4; 3.0904
10000000; 6; 3.0909
10000000; 8; 3.0908
100000000; 2; 1.8215
100000000; 4; 2.9782
100000000; 6; 2.9739
100000000; 8; 2.9693
