1000000; 2; 1.5304
1000000; 4; 1.6994
1000000; 6; 1.9273
1000000; 8; 2.1938
10000000; 2; 1.8730
10000000; 4; 3.0720
10000000; 6; 3.0607
10000000; 8; 3.0870
100000000; 2; 1.8403
100000000; 4; 2.9980
100000000; 6; 2.9883
100000000; 8; 2.9962
