1000000; 2; 1.6400
1000000; 4; 2.2332
1000000; 6; 2.0879
1000000; 8; 2.0718
10000000; 2; 1.9095
10000000; 4; 3.1177
10000000; 6; 3.1451
10000000; 8; 3.1299
100000000; 2; 1.8438
100000000; 4; 3.0057
100000000; 6; 3.0246
100000000; 8; 3.0204
